calaccess_committee_id,committee_name,prop_count
941597,CALIFORNIA NURSES ASSOCIATION INITIATIVE POLITICAL ACTION COMMITTEE - YES ON PROP. 45,1
950500,CALIFORNIANS FOR JUSTICE / NO ON 54,1
951402,"CALIFORNIA BEER & BEVERAGE DISTRIBUTORS ISSUES PAC, YES ON 30",1
962636,"DAVIS COMMITTEE, THE GOVERNOR GRAY",1
970230,ASSOCIATED GENERAL CONTRACTORS ISSUES POLITICAL ACTION COMMITTEE,1
970230,ASSOCIATED GENERAL CONTRACTORS ISSUES POLITICAL ACTION COMMITTEE OPPOSING PROPOSITION 19,1
970866,"NATURE CONSERVANCY ACTION FUND OF CALIFORNIA, THE",3
971785,"COALITION TO SAVE PROP 10, A PROJECT OF FORUM FOR EARLY CHILDHOOD DEVELOPMENT, NO ON PROP 28",1
971785,"YES ON 82, PRESCHOOL FOR ALL, A COALITION OF TEACHERS, EDUCATION ADVOCATES, BUSINESS LEADERS, AND SERVICE AND PUBLIC EMPLOYEE UNIONS",1
972014,"YES ON 27: CALIFORNIA TERM LIMIT COMMITTEE, SPONSORED BY THE CALIFORNIA TERM LIMIT COALITION",1
980133,"CALIFORNIANS TO END GANG VIOLENCE, YES ON PROP. 21",1
980478,COALITION FOR ADEQUATE SCHOOL HOUSING ISSUES COMMITTEE,1
980478,"COALITION FOR ADEQUATE SCHOOL HOUSING ISSUES COMMITTEE, YES ON 55",1
980478,COALITION FOR ADEQUATE SCHOOL HOUSING ISSUES COMMITTEE/YES ON 1D,1
981204,"CALIFORNIANS FOR THE DEFENSE OF MARRIAGE, A COMMITTEE FOR PROP. 22",1
982936,"DEFENSE OF MARRIAGE CAMPAIGN - YES ON PROP. 22, A SPECIAL PROJECT OF COMMITTEE ON MORAL CONCERNS",1
982950,"CALIFORNIANS FOR TRIBAL RIGHTS, SPONSORED BY AGUA CALIENTE BAND OF CAHUILLA INDIANS",1
983126,"FRIENDS OF ERNEST POLITICAL ACTION COMMITTEE, YES ON 23",1
990089,NO ON KNIGHT - NO ON PROP. 22,1
990274,"TAXPAYERS FOR FAIR COMPETITION / YES ON PROP. 35 - A COALITION OF TAXPAYERS, ENGINEERS, SENIORS, SCHOOLS, LOCAL GOVERNMENT, BUSINESS, LABOR, HIGHWAY SAFETY EXPERTS AND FRUSTRATED COMMUTERS.",1
990319,YES ON PROP. 22 - CALIFORNIANS FOR PROTECTION OF MARRIAGE,1
990352,CIGARETTES CHEAPER! COMMITTEE TO PASS PROPOSITION 28,1
990416,VOTERS RIGHTS 2000 - YES ON 25,1
990573,"LET'S FIX OUR SCHOOLS/YES ON 26, A COALITION OF PARENTS, TEACHERS, BUSINESS AND LABOR",1
990640,"PROP38YES.COM, SCHOOL VOUCHERS",1
990715,NO ON KNIGHT-COMMITTEE AGAINST THE KNIGHT INITIATIVE,1
990761,"NO ON PROP. 35 - A COALITION OF ENGINEERS, PEACE OFFICERS, FIREFIGHTERS, TAXPAYERS, PUBLIC SERVANTS, SMALL BUSINESSES, TEACHERS AND SENIOR CITIZENS.",1
991523,RECALL DAVIS COMMITTEE,1
991529,CALIFORNIANS FOR COMMUNITY SAFETY - NO ON 21,1
991680,CALIFORNIANS FOR YES ON 1A,1
991681,CITIZENS FOR PROPOSITION 1A,1
991682,CALIFORNIA TRIBES FOR PROPOSITION 1A,1
991683,CALIFORNIA TRIBES FOR YES ON 1A,1
991684,CALIFORNIANS FOR INDIAN SELF-RELIANCE FOR PROPOSITION 1A,1
991685,"CALIFORNIANS FOR YES ON PROPOSITION 1A, FOR INDIAN SELF-RELIANCE",1
991686,"CALIFORNIANS FOR INDIAN SELF-RELIANCE, THE YES ON 1A COMMITTEE",1
991690,UNITED TRIBES FOR PROPOSITION 1A,1
991691,NATIVE AMERICANS FOR PROPOSITION 1A,1
991692,COMMITTEE OF CALIFORNIA CITIZENS WHO ASK YOU TO VOTE YES ON 1A,1
991693,YES ON 1A,1
991694,CALIFORNIANS FOR PROPOSITION 1A,1
991695,CALIFORNIA'S YES ON 1A COMMITTEE,1
991696,"YES ON 1A COMMITTEE, THE",1
991792,STUDENT ALLIANCE FOR FAIRNESS AND EQUALITY,1
991825,STOP 1A - NO CASINOS COMMITTEE AGAINST PROPOSITION 1A,1
991829,"CALIFORNIANS FOR SAFE NEIGHBORHOOD PARKS & CLEAN WATER - YES ON PROPOSITIONS 12 & 13 SPONSORED BY CLEAN AIR, CLEAN WATER AND CONSERVATION GROUPS",2
991829,"YES ON 40. PROTECT CALIFORNIA'S LAND, AIR AND WATER. SUPPORTED BY CONSERVATION GROUPS AND OWNERS OF OPEN SPACE.",1
991908,"CONSUMERS AGAINST FRAUD AND HIGHER INSURANCE COSTS: NO ON 30 AND 31, SPONSORED BY CONSUMERS, TAXPAYERS, SENIORS, INSURERS, LAW ENFORCEMENT AND SMALL BUSINESSES",2
991910,CALIFORNIANS FOR LITERACY AND COMMUNITY LIBRARIES - A COMMITTEE IN SUPPORT OF PROPOSITION 14,1
991916,"CONSUMERS AND THEIR ATTORNEYS, YES ON  PROPOSITION 30",1
991920,FRIENDS OF CALIFORNIA VETERANS - YES ON PROPOSITION 16,1
991921,"YES ON 12 AND 13, A PROJECT OF THE PLANNING AND CONSERVATION LEAGUE",2
991931,"TAXPAYERS FOR FAIR ELECTIONS/NO ON PROP. 25, A COALITION OF TAXPAYERS, SENIORS, TEACHERS, BUSINESS, LABOR AND CAMPAIGN FINANCE REFORM EXPERTS",1
991968,"CALIFORNIANS FOR CLEAN, SAFE, RELIABLE WATER YES ON PROPOSITIONS 12/13",1
992045,"CALIFORNIA CAMPAIGN FOR NEW DRUG POLICIES, YES ON PROP. 36",1
992051,CALIFORNIANS FOR SAFE PARKS-YES ON PROPOSITION 12,1
992071,COMMITTEE TO REPAIR AND UPGRADE CRIME FIGHTING FORENSIC LABS - YES ON PROP. 15,1
992080,"CALIFORNIANS AGAINST HIDDEN TAXES, YES ON PROPOSITION 37, A COALITION OF TAXPAYERS, CONSUMERS, BUSINESS AND FARMERS",1
992094,"YES ON 1A, CALIFORNIANS  FOR  INDIAN  SELF-RELIANCE SPONSORED BY CALIFORNIA INDIAN TRIBES",1
992147,"VOTER REVOLT COMMITTEE AGAINST PROPOSITIONS 30 AND 31, SPONSORED BY VOTER REVOLT AND CONSUMERS",2
992200,"CALIFORNIANS FOR SAFE PARKS, A COMMITTEE FOR PROPOSITION 12",1
992252,"YES ON PROPOSITION 28 COMMITTEE, SPONSORED BY CALIFORNIA ASSOCIATION OF RETAIL TOBACCONISTS, INC.",1
992302,"STOP BIG TOBACCO - NO ON PROP 28, SPONSORED BY THE AMERICAN CANCER SOCIETY, AMERICAN LUNG ASSOCIATION, AMERICAN HEART ASSOCIATION AND THE CAMPAIGN FOR TOBACCO-FREE-KIDS",1
992349,AMERICAN FRIENDS SERVICE COMMITTEE AGAINST PROP. 22,1
992422,"SIERRA CLUB CALIFORNIA, YES ON PROPOSITION 12 COMMITTEE",1
992431,AMERICAN FRIENDS SERVICE COMMITTEE AGAINST PROP. 21,1
